,article_content,fake_or_satire
175,"ALEXANDRIA, VA—Married father-of-two and American citizen Sean Spicer has vehemently denied ever holding the position of White House Press Secretary in a hastily assembled press conference on his front lawn this evening.

Mr. Spicer, who prohibited any video recordings of his short speech, told the gathered media outlets that reports that he served as White House Communications Director and Press Secretary from January to July 2017 were “fake news”.

“I am not now nor have I ever been the White House Press Secretary. I’d advise anyone who wants to hear from the White House should continue to consult the President’s Twitter timeline like the rest of us.” – Mr. Spicer

“These allegations are totally false and constitute fake news. It is my understanding that the President, whom I have never met, will be tweeting something to that effect shortly,” the recently unemployed Rhode Island native said, adding. “I’ll let the tweet speak for itself.”

In support of his claim the 45-year-old repeatedly misspoke, slurred his speech and mispronounced basic words including his own last name, giving those present the impression of someone wholly incapable of any form of public speaking.

“I don’t even know what a Press Secretary is,” he reiterated. “Perhaps you’re mistaking me for Melissa McCarthy. A lot of people do these days.”

Mr. Spicer then proceeded to take a few questions, calling on several reporters by name. He revealed that he was currently unemployed, having recently left his “dream job” due to excessive stress but had recently applied for a 3-month internship at The Onion and was taking Russian lessons in his spare time.

When presented with indisputable photographic evidence of him serving as Press Secretary to President Trump, Mr. Spicer refused to answer and instead slowly faded into his garden bushes.

For more on this stay tuned to us on Facebook and Twitter, or support us on Patreon…",Satire
176,"WASHINGTON, DC(James Ryan Lowe)—Learning that the United States also borders a country to its north, President Donald Trump called for construction of a wall along the U.S.-Canada border.

The proposed border wall, Trump claimed, will be much like the wall to be constructed on the U.S.-Mexico border. He promised the wall will “keep out illegal Canadian immigrants,” whose culture “undermines American values.”

“They’re coming to the U.S. in droves,” a proponent of the wall claimed at a rally. “They’re preaching radical ideas, like that the government ought to provide healthcare for its citizens. They also apologize too much. Here in America, we’re much more inconsiderate than that. It’s madness!”

“I really don’t know what Trump is on about,” a Canadian citizen interviewed stated. “Nobody is trying to leave Canada for the U.S. If anything, we need a wall to keep Americans out.”

Trump also promised that the wall would be financed by the Canadian government. Prime Minister Justin Trudeau released a statement shortly after that this claim, of course, is false. Trump did not provide details regarding how he would convince his neighbor to pay for the proposed wall.

At press time, it was unclear whether Trump intended to include the Alaska-Canada border in his plan.

Hey did you know the BSJ is on the internet? You can follow us on Facebook and Twitter, or support us on Patreon for more…",Satire
177,"- See more -

WASHINGTON, DC—Just hours after revealing highly classified security intelligence to the Russian ambassador and foreign minister, President Donald J. Trump has declared that he is “as surprised as anyone” that he has not been impeached yet.

Not being unfamiliar with firing people himself, Trump admits that considering the massive series of high-profile gaffes and blunders his administration have made in his short time in office, he’s “shocked” to still be President.

Related: Trump Reveals Plans To Build Bridge With Russia; Insists Putin Will Pay Later

“You know not much surprises me these days, but even I can’t believe I’m still here after everything I’ve done,” an exasperated Trump told NBC News. “I just can’t understand why the public aren’t calling for my head. You really have to question their judgement after a while.”

“I mean I literally fired the head of the FBI because he was investigating my administration’s ties to Russia. What more can I do?” he asked, maintaining his actions would have definitely ended the presidency of literally anyone else.

- See more -

America’s 45th President claims that at this stage he’s just seeing what he can get away with, having repeatedly leaked information to the Russians, goaded North Korea into nuclear war and made several threats towards Canada.

“I’ve taken away our citizens’ healthcare, restricted women’s rights to choose what to do with their body and branded the media a bigger threat than ISIS… And not to mention all the lies, but yet here I stand, still in the Oval Office. It’s crazy,” he said, shaking his head. “The American people have a lot to answer for.”

“Maybe I actually will have to shoot someone on fifth avenue like I promised, but even then I highly doubt I’d be fired,” he mused, adding that only by making guns, pornography and fast-food illegal would he likely be impeached.

Are you surprised Trump hasn’t been impeached? Let us know on Facebook and Twitter…",Satire
178,"WASHINGTON, DC—The Vice President of the United States of America is said to be in a “critical condition” in the White House Medical Unit tonight after becoming trapped in an elevator with an unknown woman for almost 20 minutes.

Doctors at the WHMU say Pence is “lucky to be alive”, claiming “another minute” in the 8×6 ft. death chamber would have surely ended the Indiana native’s life.

“To be exposed to a young female in such a concentrated dose would be enough for any man, let alone one with such an extreme sensitivity to estrogen,” Dr. Mann told the NY Post. “It’s best that he avoid contact with any woman for a few months, aside from his wife of course.”

A White House spokesman claimed the V.P. had become momentarily separated from his Secret Service detail, leading to him entering the elevator unescorted. It is believed that Vice President Pence was unaware a solitary female was already present at the time, and as we now know, tragically this woman was neither his wife, daughter or mother.

The mysterious woman, currently being interrogated by Secret Service, was believed to have been fully grown, possibly reaching as tall as 5 feet 7 inches, meaning the Vice President stood little chance of suppressing his natural instinct to accept the woman’s undoubted lust for him.

“The fact that he was able to hold out for nearly 20 minutes without grabbing her is a testament to the kind of man, husband and feminist Mike is,” President Trump later told reporters. “God knows I would have cracked inside 60 seconds.”

According to CCTV the woman did attempt to dash out of the elevator once the VP entered, as is standard White House protocol for all female staff, but she was too late. The video shows the Vice President remained calm initially, casually ordering the woman to stand in one corner of the elevator and stare at her feet, with him doing the same in the opposite end. However, disaster struck once the elevator jerked to an abrupt stop and technicians informed the pair it could be up to 30 minutes before they would be freed.

Related: Female Legislators Unveil ‘Male Ejaculation Bill’ Forbidding The Disposal Of Unused Semen

Pence immediately began gasping for air and desperately trying to loosen his tie as he slowly slid down onto the floor. “I tried to help him,” the young lady screamed as Secret Service dragged her away, but this only made the situation worse as video evidence shows the woman was not wearing a skirt that fully covered her knee, sending the VP into anaphylactic shock.

Luckily emergency services were able to blast open the doors of the elevator in time to save the Vice President’s life and in all likelihood save the young lady from the electric chair.

Pence is expected to make a full recovery physically, however doctors warn the entire incident could result in some long-term psychological issues for the V.P. surrounding women.

Wish the Vice President a speedy recovery on Facebook and Twitter or support us on Patreon!",Satire
179,"WASHINGTON, DC—U.S. President Donald Trump has revealed he is “very angry” at Vladimir Putin for personally recommending the now former national security advisor Michael Flynn.

The American President claims his Russian counterpart had “totally vouched” for Flynn, citing his trustworthiness and reliability as key assets, and Trump admitted he was “incredibly disappointed” in Putin.

Flynn’s ties to Russia were publicly leaked in the media Monday, forcing Trump’s hand after the President insisted he “repeatedly warned” Flynn to “handle it”. However the 45th President maintains he holds his friends in the Kremlin solely responsible:

“Vlad swore to me that this was his guy, you know, this was THE guy,” Trump dismayed, during his weekly conversation with Sean Hannity. “But now, instead of hiding all my secret dealings with Russia, Flynn’s getting mixed up in all this shit himself. It’s terrible.”

“I mean how the hell are me and Vlad suppose to hide our top-secret relationship if we have these types of breaches. It’s totally unacceptable.”

Trump professed he was “shocked bigly” when Flynn first revealed his conversations with Russia, saying he was “hurt” his advisor hadn’t simply gone through him instead.

“At the end of the day, it shows a lack of trust in my ability as a leader, to conduct my shading dealings with Russia myself,” he shrugged. “What else could I do?”

However, always keen to “learn and grow” from an experience, Trump claims he will thoroughly vet whoever Russia selects as Flynn’s replacement.

As for Flynn himself, having now been fired by two Presidents, the 59-year-old simply hopes it’ll be “third time lucky” when President Pence assumes office in a few weeks.

If you enjoyed that, then why not follow us on Facebook and Twitter…",Satire
180,"Share 0 SHARES

FURTHER embarrassment has been heaped on the Trump administration just hours after it was reported that Jared Kushner was registered as ‘female’ on New York State Board’s voting register.

With the Trump administration in the middle of wildly celebrating three scandal free minutes of the presidency, reports began circling in the media that President Trump’s son-in-law Jared Kushner was erroneously described on the White House website as ‘qualified for the job’.

“We’ve no idea how a factual inaccuracy such as this made its way onto the website, but we’re seething,” a White House spokesperson shared, as he crawled the site for any more misleading information.

Kushner, who has been registered as female voter for 8 years, currently has responsibility for the partial re-greatification of America, taking out the bins, cleaning the toilets and achieving peace in the Middle East.

Those in the Trump inner circle have ridiculed suggestions that a trivial story such as this will only help to distract people from the harmful actions Trump continues to take on foreign and domestic policy.

Meanwhile the job of scanning through the rest of the White House website continues.

“Shit, we’re going to have to delete the whole fucking site,” the spokesperson added when he landed on the page for President Trump.

We appreciate all the help we can get, become a WWN Patreon Supporter below and gain access to bonus content.",Satire
181,"Share 0 SHARES

THE Pentagon is calling a state of emergency this morning after social media giant, Twitter, announced it will be doubling the amount of characters users can tweet.

Military strategists and White House chiefs attended an emergency meeting late last night in preparation of the proposed plan, which theoretically increases the chances of another world war by 100%.

The San Francisco-based company said that it was doubling the length of the classic 140-character tweet to 280, at least for a few select users chosen to be part of an experimental rollout, giving the United States a brief period in which it can prepare for a series of 280 character, late night tweets from Donald Trump.

“Preferably, we would have liked more time to prepare for this,” said a Pentagon source, following the briefing, “Mr. Trump has already contacted the Twitter CEO about trying the beta version, so we’re actively trying to delay that from happening,” adding, “these are sensitive times for our country”.

Mr. Trump, who is the first US President to run all state business through the micro-blogging site, is believed to be already practising his “long form tweets”, and said on the platform last night that he is looking forward to working extra hard with the new character limit extension.

“No one said this was going to be easy,” Trump tweeted, referring to the increased workload now imposed on the US President’s thumbs, “believe me, this will be a great challenge and I may need to cancel a few trips, meetings with heads of state, health care, but I promise I will use the new Twitter character limit to the best of my ability”.

It is understood the new character limit is worth $456bn to the world economy.

We appreciate all the help we can get, become a WWN Patreon Supporter below and gain access to bonus content.",Satire
182,"Share 0 SHARES

THE UNITED States has responded aggressively to an aggressive North Korean response to Donald Trump’s aggressive response to Kim Jong Un’s continued aggression in the Pacific.

Acting on a declaration of war by North Korea, in itself a response to what it claims was a direct declaration of war by the US, the White House has declared war on any and all declarations of war by North Korea, stressing that if a declaration or war is made in response to a declaration of war, then the United States will have no option left open to them other than to declare war.

The declarations come after North Korean foreign minister Ri Yong-Ho declared that North Korea considered Trump’s outburst over Pyongyang’s continued nuclear testing to be an official declaration of war against the rogue state, and that North Korea would act to protect itself by shooting down US aircraft if it had to, angering officials in Washington who declared such statements to be, by themselves, a declaration of war.

“I think it’s pretty clear who’s to blame here,” said one political analyst, repeatedly blessing himself while trying frantically to call his wife and kids to tell them he loves them very much.

“Yep, this was all completely unavoidable. There was nothing anyone could have done at any stage to stop this escalation of aggression, and now we all just have to say a prayer that the death toll from the inevitable war is something that we can allow ourselves to live with”.

Meanwhile, round-table talks between the two nations have broken down amid a flurry of ‘he started it’ accusations.

More as we get it.

We appreciate all the help we can get, become a WWN Patreon Supporter below and gain access to bonus content.",Satire
183,"Share 0 SHARES

PRESIDENT Donald Trump’s decision to extend his onerous travel ban to countries including North Korea has come as a blow to one Pyongyang family, who were set to go on a long-awaited trip to Florida after saving up their wages for nearly forty years.

“We’re banned from entering the US?” moaned Hwan Kwoong, upon hearing the news from a newspaper that he had found in the bushes, which must have blown over from South Korea.

“That sucks. I’m going to have to break it to my family. They were really looking forward to going to the US and trying some of that… what do they call it over there? Oh yeah, food”.

The Kwoong family are among at least a dozen North Korean families whose travel plans out of the DPNK were disrupted by Trump’s travel ban, with everyone else in the country perfectly happy to stay in ‘the best country in the whole wide world’.

“Travel ban? Why would they need to implement that? No North Korean wants to leave our heaven to go to that rotting corpulent piss-stain of a country,” read a statement from the offices of Kim Jong Un.

“Everything you need is right here in NK. We have sunshine, warm beaches, fantastic landscapes and our very own Disneyland which is way better than the real Disneyland in the bloated, soulless US of A. We welcome your ban! We were about to issue one of our own! Thanks for saving us the trouble!”

Instead of taking their holiday to the US, the Kwoong family have instead decided to volunteer for work that will further improve the splendid land that is North Korea, and will spend the next few days making sure that North Korean bullets fly fast enough to kill their targets.

We appreciate all the help we can get, become a WWN Patreon Supporter below and gain access to bonus content.",Satire
184,"Share 0 SHARES

FORMER presidential candidate Hillary Clinton’s much anticipated memoir discussing the US election of 2016 has come in for criticism for leaving out the part where Clinton, 65, accepts she is wildly out of touch, WWN understands.

“Her first major act post-candidacy was to sign a 7-figure publishing deal to write a book for people who voted for her, this is exactly how you appeal to the alienated working class who staunchly refused to vote for her. Her finger remains firmly on the pulse of the American people,” explained close Clinton confidant Joe Bastia.

The political tome is a candid account of how Clinton is unable to be candid, preferring to give a calculated version of her experiences which best give the impression of a person humbled, emboldened and more determined than ever to put the American people second after her own ambitions.

The memoir entitled ‘What Happened’ is a detailed account of a small fraction of things that happened that Clinton and her team want the public to know, according to the book’s publisher. However, there are endless examples of instances in which Clinton was touched, moved and inspired by the type of ordinary people her team worked so hard not to expose her to.

“Come on, what do you think she’s going to do, cop to being a rich white person and admit to being like 90% of other politicians. Ha, nice one, while she’s being honest like that she’ll probably tell the public how much they fucked up her chance to be President, the stupid idiots. Dream on,” explained publisher Jerry Klein.

“Yup, there’s like zero anecdotes about she’s now aware the public didn’t buy her champion of people routine… we’re going to sell millions of copies,” concluded Klein.

We appreciate all the help we can get, become a WWN Patreon Supporter below and gain access to bonus content.",Satire
185,"President Trump Promises Muslim Ban Will Bring “Many, many more jobs to ISIS”

WASHINGTON – President Donald Trump addressed the media over his controversial Muslim ban, ensuring that it has been extremely successful and received worldwide praise from many different terrorist organizations. “Late last night ISIS gave me a call and said ‘You’re doing the greatest job,’” President Trump said. “They assured me that thanks to my policies they are going to recruit many, many new members.”

The recent executive order calling for immigration bans from seven Middle Eastern and African countries has not only inspired outrage, but has also caused mass confusion. The details of the policy are muddy at best and it seems that even President Trump is confused on the rules and hopeful outcomes of the ban. “I am very proud of my brain for coming up with this ban,” President Trump began, “Now instead of immigrating to the United States to achieve their dream of owning a home and a small business, our policy will force many Muslims from war-torn countries to get a job at ISIS just to earn enough money so that their children don’t starve to death. It’s so, so great.”",Satire
186,"Trump Begins Acceptance Speech With Call To Prayer

By Yahya Ridwan

New York, NY (2:45 A.M.)–Donald J. Trump was welcomed by a rousing crowd at his campaign headquarters in New York City early this morning, as news of his election spread through the crowd.

A seemingly gracious Trump began his speech with a call to prayer, seeking refuge in Allah and thanking Him for guiding the states of Florida, Wisconsin, Michigan, and Ohio to the straight path.

Trump breathed a sigh of relief as he proclaimed the Oneness of Allah, and bore witness to the prophecy of the Prophet Muhammad. The primarily white, Christian crowd repeated after him that they too declared Allah to be the One True God who, through Trump, would bring back manufacturing jobs to the Iron Wall states.

Trump concluded his speech with two raqaat of prayer, followed by a lengthy group duaa’ in which he prayed for a proper understanding of the Qur’an and enough votes in the Senate to confirm his Supreme Court nominee. He also repeated his promise to “lock her up,” referring to his intention to punish Hillary Clinton for carelessly using her email server without the supervision of any male guardians.

Trump is currently in Mecca, where he plans to perform Umrah before meeting with president Obama at the White House. Together, they will engage in the tradition of praying Maghrib side by side before discussing the challenges of the presidency.

————",Satire
187,"Trump “Practicing Alphabets” Between Executive Order, Say Senior Staff

Washington D.C. (10:00 A.M. EST)—Addressing the media this morning, White House Spokesperson Sean Spicer confirmed reports that President Trump has recommitted himself to learning the English alphabet between signing executive orders. “The President has worked his way up to ‘R’ and continues to learn new, interesting letters each day for the American people,” said Spicer.

Though Trump has publicly stated his support for the current alphabet, a leaked draft executive order tentatively titled “Make the Alphabet Great Again” contained an order “suspending the letter ‘H’ from existence until we can figure out what’s going on.” Trump had campaigned on a promise to learn the alphabet during his first one hundred days in office.",Satire
188,"Satan Drunk Texts Donald Trump After Campaign Victory

by Yahya Ridwan

Atlanta, GA (3:00 P.M. EST)–Leaked screenshots from Donald Trump’s phone reveal that Satan, man’s ultimate enemy and part-time barista, drunk texted the president-elect following his libelous claims against Muslims last week.

Satan–a former adviser to Trump during the protracted 2011 “Birther” movement–lost contact with Trump after a falling out last year stemming from a dispute over which of the two was more eternally damned.

“We’ve also been dealing with black & white selfies in addition to emotional ‘open letters’ addressed to ‘DT’ since the split,” said Trump Spokeswoman Katrina Pierson. “The Valentine’s Day card crossed the line.”

The latest incident highlights a well-documented one-sided relationship that has publicly unfolded over the last four years.

Satan could not be immediately reached for comment.

—————————

Yahya Ridwan is a staff writer for The Hummus.",Satire
189,"Donald Trump: “No Prayer Spaces in Muslim Internment Camps If I’m President.”

New York, NY (9:00 p.m. EST)–Republican presidential front-runner Donald Trump called a press conference on Monday to announce his plans for banning all prayer spaces in the Muslim Internment Camps he plans to install if he is elected President of the United States.

“Donald J. Trump is calling for a total and complete removal of all open spaces, faucets, and prayer mats in the construction of Trump Muslim Camps in the United States,” a campaign press release said. When asked about his press release on Fox News later that evening, Trump replied “I don’t know. It’s something we’re looking at. It’s something we have to do. We have no choice. We have no choice. I don’t know. I didn’t say it. That’s not what I said. We have no choice.”

Supporters of Trump agree wholeheartedly with the move. Margaret Shlummer from Midland, Alabama can’t wait – “There are 1.6 Billion Muslims and they are all trying to kill me. Take away their prayer spaces. I don’t trust any of them and that’s how I stay alive.”",Satire
190,"Janet Ballard of Poughkeepsie, New York, now wishes she hadn’t voted for President Trump. However, she’s still super racist.

While Ballard had somewhat opened her mind to others’ viewpoints after the election — viewpoints like “maybe we shouldn’t dump coal into streams” or “I want my children to have health insurance” — at the end of the day, she still really just likes one race, and one race only.

“Do I wish Trump would stop tweeting out nonsense? Yes. Do I wish he would stop trying to take away my healthcare, sure,” Ballard said. “Do I still mutter ‘Go back to your country’ when my server at Chili’s gets my order wrong, even if they’re a Sicilian-American who was born in Iowa? You betcha. I just thought we’d have that big beautiful wall by now. To keep out the illegals. He’s really let me down.”

While Ballard has admitted that, since November 9, Trump seems like “not such a great guy after all” and is “probably worse than my ex-husband,” she still can’t quite put her finger on why she strongly dislikes the only woman of color at her workplace. When asked about her co-worker, Ballard said, “Just something about her I don’t like,” and then told an anecdote that stereotyped the woman based solely on skin color. “I also really thought Hillary would be in prison by now,” she added. “Obama too. Like that woman at work, there’s just something about him.”

Ballard’s daughter, Amy, initially welcomed her mom’s newfound anti-Trump views with open arms. “I thought, ‘Cool, she feels bad for voting for him. That’s great!’” Amy said. “But then at the grocery store, the cashier — a lovely man who happens to be from India — told us how much we owed, and my mom scoffed and said, ‘You’re just looking for a handout.’ Then she walked outside and said to an Indian man in a suit, ‘Why is our cashier following me to my car?’ So yeah. I guess she’s still crazy racist.”

While Amy is worried about her mom’s racism, she’s confident that it’s a step in the right direction. “It could be worse,” Amy said. “My mom could like Trump and hate people of color. No, wait, never mind. It’s still pretty bad.”

Ballard was last seen scraping a Trump/Pence bumper sticker off the back of her car while complaining about her neighbors who, she said, “don’t quite fit in here.”",Satire
191,"Displaying the kind of resolve and focus that pundits at media outlets from the New York Times to Vox.com have advocated, Florida racist Jen Mitchell refuses to let herself be distracted by Donald Trump’s incendiary tweets. In fact, the 43-year-old mother of two has remained steadfast in ignoring the late-night ramblings of the president elect that many have speculated are distracting the public.

“Excuse me, but I just have more important things to do,” says Jen. “Like getting my kids off to homeschool, or telling the day laborers outside of Home Depot to get out of my country.”

Demonstrating her ability to focus solely on advocating for white supremacy, Mitchell admitted she was unaware Trump tweeted that flag burners deserve to lose their citizenship.

“Oh, I don’t let myself get wrapped up in that Twitter stuff,” Mitchell says. “I’m just excited that we finally have a president who puts real Americans first.”

While many have worried that Trump’s tweets are a distraction from his controversial cabinet appointments, conflicts of interest, and unprecedented refusal of media access, Mitchell has proven the naysayers wrong by refusing to take the bait.

“I didn’t vote for Trump because of what he tweets,” she explains. “I voted for Trump because I want our jobs back from the Mexicans, I want the hundreds of ISIS members coming into our country every day to be stopped, and because I don’t think having white skin is a crime.”

Mitchell proudly admitted similar ignorance to Trump’s social media statements on Hamilton, protesters, CNN, and the New York Times.

“Twitter is just a distraction,” says Mitchell. “That’s why I get my news from real sources: Breitbart, TheEagle.Macedonia, my nephew’s memes, and secret Facebook groups whose names I won’t tell you because I don’t want you to get the wrong idea about me and my friends.”

“We’re good people,” she adds.

While the coastal elites have been fretting about the first amendment and mental instability, Mitchell has never wavered from the prejudice that inspired her to vote for Donald Trump in the first place. Since November 8th, Mitchell has attended a celebration in her all-white church basement, posted five articles about white genocide, and bought a gun to protect herself from ISIS.

“Why are all of you talking about his Twitter?” Mitchell asks. “What the media should be focusing on is Michelle Obama’s plan to start a race war by poisoning the White House garden.”

Here’s to Jen keeping her eyes on the prize!",Satire
192,"It’s been a long and draining election cycle, and I don’t think any of us could have expected the result that we saw today. For many of us with young children, you probably woke up this morning asking yourself, “How am I supposed to explain this to my children?”

I, Melania Trump, am asking myself the same thing.

How can any of us metabolize what happened to a ten-year-old? Should I be honest and let him know just how bad things are, or do I let him enjoy his childhood, his innocence a little while longer? How much longer can we pretend the bathroom door lock is “broken” while Donald is stuck in there?

Many of us are concerned about how our sons will learn to treat women in this dangerous, sexist climate. In the case of my son, the nation’s biggest tragedy since 9/11 just told him to stop being a pussy.

How am I supposed to explain that our next president is a bully, and also his father?

And how do I explain to my son that our next president is a man who intimidatingly looked over at my ballot, just to make sure I was still voting for him? Should I remind my son that this man is a terrible role model and his behavior unacceptable, just like I’ve been quietly whispering to him for his entire short life?

And when he gets older, how am I supposed to tell them how this all began? That their father admitted to sexual assault, never shared his tax returns, was endorsed by the KKK, and still somehow weaseled his way into the presidency without even winning the popular vote? I used to believe that this country was an equal playing field where anyone can make it with hard work, but now I’m not so sure. I hate that my son has to come of age in such a time of uncertainty and also have blood relation to the cause of it all.

What am I supposed to tell my only son about the loud, nasty man on TV who insults immigrants while hiring thousands of them, including me, his wife? Do I need to tell him anything at all when he is on the TV standing right next to that man?

It seems like it’s always on the tip of my tongue these days; that “Donald Trump is a bad man.” But I can’t bring myself to tell him. Mostly because a man said he’d “send me back to Slovenia” if I did. But in my heart, I am concerned for the future of our country. I’m concerned for the world my son has to grow up in, and that his father is the next leader of the free world.

What have we done?",Satire
193,"As more details emerge surrounding Hillary Clinton’s second personal email address, many are questioning whether the private emails implicate Clinton in a cover-up of several magic spells cast upon her worst enemies. The revelation of the additional account has also raised questions about Clinton’s relationship with Sydney Blumenthal, a longtime advisor and purported wizard.

One exchange between Clinton and Blumenthal, revealed earlier this year, reads:

“Fyi. The idea of using enchantment spells to arm the opposition should be considered.”

Clinton refutes that claim, saying that the email was discussing strategies to help the opposition rebels oust Muammar Gaddafi in Libya and that it never read “enchantment spells,” but actually stated “private security experts.”

“The email text you are referencing is a Photoshopped internet meme,” contends Clinton.

The jury’s still out amongst voters, however, with many Republicans raising questions as to whether the practice of magic may have conflicted with her duties as Secretary of State.

“I don’t need more than one email address, but then again, I’m not a witch,” says former Florida governor, Jeb Bush. “I guess I would create a second or third email address if I was developing and casting a whole bunch of new top secret magical spells.”

“This accusation is insulting,” Clinton said in a statement to the press. “I am not a witch and never have been, because witches, as they are traditionally represented in popular fiction, do not exist. Would you ask a male presidential candidate if he was a witch?”

“You know what else sounds like a witch’s spell?” says Tucker Carlson on his program this Tuesday. “Benghazi.”",Satire
194,"In the latest attempt to discourage women from seeking abortions, Republicans have introduced a new bill requiring women to first paint a still life oil portrait of the fetus before consulting with a physician.

If the bill passes, abortion seekers will need to obtain pre-approval from a special committee made up entirely of men over 70 years old, each one selected for the quality of their masculine horse art rather than their knowledge of the female reproductive system.

“We just want to make sure these women know exactly what they’re getting into,” says one sponsor of the bill. “And this is one painstaking and difficult way to do that.”

The new bill requires all fetal portraits to be “detailed” and “life-like”, although it notes that some impressionism will be tolerated if it appears to express feelings of regret.

Though critics have noted current medical guidelines recommend pregnant women avoid exposure to oil-based paints, Rep. Pittenger (R – NC) claims, “We would never compromise on artistic quality in the name of protecting women.”

Women whose paintings fall short of these exacting aesthetic standards can re-submit a new painting after a one-month waiting period.

Rep. Chellie Pingree (D-ME) voted against the bill after failing to pass an amendment that would have added acrylics and watercolors to the list of approved media.

Rep. Pittenger states, “I respect Molly, but when it comes to women’s health we refuse to lower the bar. The rich colors of an oil painting can capture details of the fetus that you just can’t see in a sonogram.”

Under the new law, women would be responsible for purchasing all their own oil paints, easels, canvases, brushes, and gesso.

A Hobby Lobby spokesperson praised the bill as in-line with the company’s values, while hospitals and clinics are expected to combat the law, claiming it will be expensive to provide women with adequate studio space.

Republicans in congress recommend any woman who believes she may someday need an abortion begin a two to four-year fine arts degree program immediately.

Pressed for a closing comment, Rep. Pittenger says, “I’ve heard of some women practicing their still-lifes with peaches, but the colors there aren’t quite right. So a background in the arts is absolutely vital, but we won’t be paying for that either.”",Satire
195,"(SP) – Jaguars head coach Doug Marrone named Blake Bortles the team’s starting quarterback today, putting a talented roster into the hands of a quarterback who has been one of the league’s worst over the past three seasons.

But instead of looking outside the team for a better quarterback, the Jaguars instead today doubled down on Bortles — and Marrone believes it will be enough to see Jacksonville win the AFC South and make the playoffs.

“There are many who say that Bortles isn’t a good quarterback and that he can’t throw football near his receivers and that he’s a proven loser,” said Marrone. “And not just many say that. All say it. Because it’s true. But one thing he does do is stand for the pregame national anthem — same as every quarterback who has won the Super Bowl. Sorry, but I think that’s some pretty good company to be in. I’ll take my chances.”

Jaguars receiver Allen Robinson said he is happy that Jacksonville is sticking with Bortles.

“Do I think we’ll make the playoffs with him? No, not at all,” said Robinson. “But knowing that he is somewhere on the sidelines standing up and not kneeling, will make the next three hours of losing 30-10 feel so much better.”",Satire
196,"(SP) – Protesters gathered outside NFL headquarters in New York City today, chanting and demanding that quarterback Colin Kaepernick be signed by an NFL team so he can sustain massive brain damage.

“Colin Kaepernick deserves the opportunity to have his life ruined by the effects of CTE,” said one protester. “The NFL is taking away his right to have a shorter life plagued by depression and violence.”

More than 1,000 gathered outside the league offices, chanting: “CTE! CTE! He’s not free without CTE!” And: “No justice, no brain damage!”

Unlike previous Kaepernick-related protests, today’s included people from both sides of the political spectrum.

“I think it’s racist that Kaepernick does not have a starting job in the NFL,” said one protester wearing a Black Live Matter t-shirt.

“I want Colin Kaepernick to suffer a massive brain injury because he hates America,” said another protester wearing a red Make America Great Again hat.

NFL commissioner Roger Goodell refused to comment on the protesters outside the building.

“Sorry, I don’t see 1,000 people standing out there,” he said. “Also, concussions don’t exist.”",Satire
197,"(SP) – White House spokesperson Sarah Huckabee-Sanders announced today that President Trump is set to release an executive order that will ban all Indians from the United States due to the great number of losses being suffered by American League teams.

“This is an America first president, and that includes the American League,” said Huckabee-Sanders. “The president has made it clear he wants to ban Indians, from the baseball kind to the dot kind and the feather kind, until we get this figured out.”

Huckabee-Sanders then added, when pressed by reporters that her dot-and-feather comment was racist, that anyone who accuses the president of racism is merely seeking to divide the country. The president’s spokesperson also refused to comment on reports that Trump ordered the Indian ban after overhearing part of a report on Fox News about the Cleveland Indians winning an American League record 21 games in a row.

“If the implication is that the president was scrolling through Twitter while taking a bowel movement, and Fox was on in the other room and he just heard a brief snippet about Indians beating Americans and then yelled out to Stephen Miller, while still on the toilet, to ban all Indians from our country,” said Huckabee-Sanders, “well, that’s all the time I have for questions today.”

Cleveland Indians manager Terry Francona said his team plans to continue to keep playing as long a they can.

“Our motivation this whole streak is that the world is basically f–ked, so we may as well play our best until the whole thing goes to hell,” said Francona. “This executive order does nothing to change that point of view.”",Satire
198,"(SP) – The White House has announced that Donald Trump, the 45th President of the United States, resigned from office this afternoon to accept a job as the drive time host on Sports Radio 980: The Yakker.

“President Trump has really enjoyed talking about the NFL and NASCAR in recent days,” said White House spokesman Sarah Huckabee Sanders. “He feels the best way to get out his sports takes is to go full-time into sports talk radio. The nuclear faceoff with North Korea, our wars in the Middle East and Puerto Rico being underwater were threatening to derail his opinions on standing for the national anthem at football games, and so he is stepping away from the presidency effective immediately.”

Trump’s presidency ends eight months and five days after his inauguration, or approximately seven months longer than many expected.

“I feel I was able to accomplish much for the American people in my time as president,” read a statement from Trump following his resignation. “I helped America understand that the NFL is bad and that I don’t like Stephen Curry. Also, I’m told I made a Supreme Court judge. I hope the judge is not Steph Curry and is maybe one of the Pittsburgh Penguins. Please tune into Sports Radio 980: The Yakker tomorrow for more.”

Trump will be joined on his radio show by new co-host Jay Mariotti, while Mike Pence will takeover as President of the United States.

“While I want all the players to stand for the anthem, they have a right not to,” said Pence. “However, I do think they should be fired if they kneel down in a gay way.”

Sports Radio 980’s station manager Mike Thomas says he is excited to have the former president aboard.

“We like strong takes and divisive takes that get people talking,” said Thomas. “There’s no one better than Donald at doing that. I expect huge ratings for a long time, with the added bonus of us probably not all dying in a nuclear war started via tweet now.”",Satire
